Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Length (m),Width (m),Vehicle ID,Q_Veh_ID,TDM (s),InDepth (m),EI (m/s)
8.54,58.0503,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.55,-0.7551,17.319,12.9072,1.5835,4.72,1.83,1,,,,
8.55,58.2172,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.56,-0.7572,17.4506,12.9231,1.5837,4.72,1.83,1,,,,
8.56,58.3841,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.57,-0.7593,17.5789,12.9389,1.5838,4.72,1.83,1,,,,
8.57,58.5511,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.58,-0.7615,17.7095,12.9551,1.5839,4.72,1.83,1,,,,
8.58,58.718,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.59,-0.7637,17.8378,12.9712,1.584,4.72,1.83,1,,,,
8.59,58.885,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.6,-0.7659,17.9691,12.9877,1.5841,4.72,1.83,1,,,,
8.6,59.0517,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.61,-0.768,18.0949,13.0037,1.5842,4.72,1.83,1,,,,
8.61,59.2184,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.62,-0.7702,18.222,13.0204,1.5843,4.72,1.83,1,,,,
8.62,59.3851,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.63,-0.7725,18.357,13.0384,1.5845,4.72,1.83,1,,,,
8.63,59.5518,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.64,-0.7747,18.4888,13.0563,1.5846,4.72,1.83,1,,,,
8.64,59.7185,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.65,-0.7769,18.6183,13.0738,1.5847,4.72,1.83,1,,,,
8.65,59.8848,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.66,-0.779,18.7494,13.0913,1.5849,4.72,1.83,1,,,,
8.66,60.051,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.67,-0.7812,18.8819,13.1087,1.585,4.72,1.83,1,,,,
8.67,60.2172,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.68,-0.7832,19.013,13.1254,1.5852,4.72,1.83,1,,,,
8.68,60.3835,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.69,-0.7852,19.1425,13.1413,1.5853,4.72,1.83,1,,,,
8.69,60.5497,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.7,-0.7872,19.2734,13.1569,1.5854,4.72,1.83,1,,,,
8.7,60.7161,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.71,-0.7891,19.4062,13.1722,1.5854,4.72,1.83,1,,,,
8.71,60.8827,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.72,-0.7909,19.5382,13.1864,1.5854,4.72,1.83,1,,,,
8.72,61.0493,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.73,-0.7926,19.6692,13.1985,1.5853,4.72,1.83,1,,,,
8.73,61.2158,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.74,-0.7942,19.8026,13.2108,1.5851,4.72,1.83,1,,,,
8.74,61.3824,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.75,-0.7959,19.9362,13.2233,1.5848,4.72,1.83,1,,,,
8.75,61.5495,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.76,-0.7975,20.0688,13.2359,1.5845,4.72,1.83,1,,,,
8.76,61.7167,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.77,-0.7992,20.2004,13.249,1.5842,4.72,1.83,1,,,,
8.77,61.884,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.78,-0.8009,20.3343,13.2631,1.5838,4.72,1.83,1,,,,
8.78,62.0513,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.79,-0.8026,20.4651,13.2777,1.5833,4.72,1.83,1,,,,
8.79,62.2186,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.8,-0.8043,20.5997,13.2936,1.5828,4.72,1.83,1,,,,
8.8,62.3827,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.81,-0.8061,20.7319,13.3099,1.5822,4.72,1.83,1,,,,
8.81,62.5457,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.82,-0.8079,20.8645,13.3268,1.5815,4.72,1.83,1,,,,
8.82,62.7087,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.83,-0.8099,20.9975,13.3444,1.5809,4.72,1.83,1,,,,
8.83,62.8717,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.84,-0.8119,21.1327,13.3613,1.5802,4.72,1.83,1,,,,
8.84,63.0347,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.85,-0.8139,21.2601,13.374,1.5796,4.72,1.83,1,,,,
8.85,63.2021,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.86,-0.8159,21.3945,13.3802,1.579,4.72,1.83,1,,,,
8.86,63.3721,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.87,-0.818,21.531,13.3781,1.5784,4.72,1.83,1,,,,
8.87,63.5421,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.88,-0.82,21.6672,13.3759,1.5779,4.72,1.83,1,,,,
8.88,63.7121,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.89,-0.8219,21.7994,13.3747,1.5774,4.72,1.83,1,,,,
8.89,63.8821,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.9,-0.8237,21.9351,13.3741,1.577,4.72,1.83,1,,,,
8.9,64.0473,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.91,-0.8253,22.0692,13.3816,1.5766,4.72,1.83,1,,,,
8.91,64.2109,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.92,-0.8267,22.2037,13.4042,1.5762,4.72,1.83,1,,,,
8.92,64.3745,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.93,-0.8278,22.3362,13.4316,1.576,4.72,1.83,1,,,,
8.93,64.5381,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.94,-0.8288,22.4676,13.4556,1.5758,4.72,1.83,1,,,,
8.94,64.7017,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.95,-0.8296,22.6008,13.4754,1.5756,4.72,1.83,1,,,,
8.95,64.8695,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.96,-0.8304,22.7368,13.4923,1.5754,4.72,1.83,1,,,,
8.96,65.0396,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.97,-0.8311,22.876,13.5082,1.5752,4.72,1.83,1,,,,
8.97,65.2097,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.98,-0.8316,23.0113,13.5232,1.575,4.72,1.83,1,,,,
8.98,65.3798,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.99,-0.8321,23.1462,13.5382,1.5748,4.72,1.83,1,,,,
8.99,65.5498,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.0,-0.8326,23.2827,13.5536,1.5747,4.72,1.83,1,,,,
9.0,65.7174,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.01,-0.833,23.4181,13.5691,1.5745,4.72,1.83,1,,,,
9.01,65.8841,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.02,-0.8334,23.5542,13.5844,1.5744,4.72,1.83,1,,,,
9.02,66.0508,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.03,-0.8338,23.6892,13.5994,1.5742,4.72,1.83,1,,,,
9.03,66.2175,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.04,-0.8341,23.8262,13.6143,1.574,4.72,1.83,1,,,,
9.04,66.3842,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.05,-0.8344,23.9503,13.6276,1.5739,4.72,1.83,1,,,,
9.05,66.5508,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.06,-0.8348,24.0924,13.6426,1.5738,4.72,1.83,1,,,,
9.06,66.7173,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.07,-0.8351,24.2305,13.6572,1.5736,4.72,1.83,1,,,,
9.07,66.8838,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.08,-0.8355,24.3679,13.6716,1.5735,4.72,1.83,1,,,,
9.08,67.0503,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.09,-0.8358,24.505,13.6858,1.5733,4.72,1.83,1,,,,
9.09,67.2169,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.1,-0.8361,24.6412,13.6997,1.5732,4.72,1.83,1,,,,
9.1,67.3836,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.11,-0.8365,24.7793,13.7137,1.5731,4.72,1.83,1,,,,
9.11,67.5504,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.12,-0.8368,24.9158,13.7274,1.5729,4.72,1.83,1,,,,
9.12,67.7172,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.13,-0.837,25.0516,13.7408,1.5728,4.72,1.83,1,,,,
9.13,67.884,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.14,-0.8373,25.1889,13.7541,1.5727,4.72,1.83,1,,,,
9.14,68.0508,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.15,-0.8376,25.3266,13.7673,1.5726,4.72,1.83,1,,,,
9.15,68.218,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.16,-0.8379,25.4728,13.7811,1.5724,4.72,1.83,1,,,,
9.16,68.3854,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.17,-0.8381,25.6071,13.7936,1.5723,4.72,1.83,1,,,,
9.17,68.5527,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.18,-0.8383,25.7461,13.8065,1.5722,4.72,1.83,1,,,,
9.18,68.7201,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.19,-0.8385,25.8796,13.8188,1.5721,4.72,1.83,1,,,,
9.19,68.8874,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.2,-0.8386,26.0237,13.832,1.5719,4.72,1.83,1,,,,
9.2,69.0513,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.21,-0.8388,26.1539,13.844,1.5718,4.72,1.83,1,,,,
9.21,69.2143,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.22,-0.8389,26.2958,13.857,1.5717,4.72,1.83,1,,,,
9.22,69.3772,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.23,-0.839,26.4324,13.8696,1.5716,4.72,1.83,1,,,,
9.23,69.5402,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.24,-0.8391,26.5722,13.8828,1.5715,4.72,1.83,1,,,,
9.24,69.7031,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.25,-0.8392,26.7136,13.8966,1.5714,4.72,1.83,1,,,,
9.25,69.871,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.26,-0.8393,26.851,13.9103,1.5713,4.72,1.83,1,,,,
9.26,70.0416,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.27,-0.8393,26.9936,13.9246,1.5712,4.72,1.83,1,,,,
9.27,70.2122,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.28,-0.8393,27.1337,13.9389,1.5711,4.72,1.83,1,,,,
9.28,70.3828,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.29,-0.8394,27.2707,13.953,1.571,4.72,1.83,1,,,,
9.29,70.5534,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.3,-0.8394,27.4104,13.9674,1.5709,4.72,1.83,1,,,,
9.3,70.7211,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.31,-0.8394,27.551,13.982,1.5708,4.72,1.83,1,,,,
9.31,70.888,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.32,-0.8394,27.6918,13.9966,1.5707,4.72,1.83,1,,,,
9.32,71.0548,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.33,-0.8394,27.8279,14.0107,1.5706,4.72,1.83,1,,,,
9.33,71.2216,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.34,-0.8394,27.9684,14.0253,1.5706,4.72,1.83,1,,,,
9.34,71.3885,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.35,-0.8394,28.1092,14.0399,1.5705,4.72,1.83,1,,,,
9.35,71.5551,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.36,-0.8393,28.2523,14.0548,1.5705,4.72,1.83,1,,,,
9.36,71.7217,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.37,-0.8393,28.393,14.0693,1.5704,4.72,1.83,1,,,,
9.37,71.8882,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.38,-0.8393,28.5342,14.0839,1.5704,4.72,1.83,1,,,,
9.38,72.0547,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.39,-0.8393,28.6722,14.098,1.5704,4.72,1.83,1,,,,
9.39,72.2213,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.4,-0.8393,28.8152,14.1125,1.5703,4.72,1.83,1,,,,
9.4,72.3856,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.41,-0.8393,28.9546,14.1264,1.5703,4.72,1.83,1,,,,
9.41,72.549,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.42,-0.8392,29.0973,14.1405,1.5703,4.72,1.83,1,,,,
9.42,72.7125,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.43,-0.8392,29.2386,14.1544,1.5703,4.72,1.83,1,,,,
9.43,72.876,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.44,-0.8392,29.382,14.1685,1.5703,4.72,1.83,1,,,,
9.44,73.0395,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.45,-0.8392,29.5222,14.1822,1.5703,4.72,1.83,1,,,,
9.45,73.207,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.46,-0.8392,29.6641,14.1959,1.5704,4.72,1.83,1,,,,
9.46,73.3766,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.47,-0.8392,29.8049,14.2095,1.5704,4.72,1.83,1,,,,
9.47,73.5463,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.48,-0.8393,29.9489,14.2232,1.5704,4.72,1.83,1,,,,
9.48,73.7159,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.49,-0.8393,30.0907,14.2367,1.5705,4.72,1.83,1,,,,
9.49,73.8855,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.5,-0.8393,30.2337,14.2501,1.5705,4.72,1.83,1,,,,
9.5,74.0533,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.51,-0.8393,30.3774,14.2636,1.5705,4.72,1.83,1,,,,
9.51,74.2203,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.52,-0.8394,30.5208,14.277,1.5706,4.72,1.83,1,,,,
9.52,74.3874,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.53,-0.8395,30.6592,14.2899,1.5706,4.72,1.83,1,,,,
9.53,74.5545,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.54,-0.8395,30.8028,14.3033,1.5707,4.72,1.83,1,,,,
9.54,74.7216,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.55,-0.8396,30.9464,14.3166,1.5708,4.72,1.83,1,,,,
9.55,74.8884,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.56,-0.8397,31.092,14.3299,1.5708,4.72,1.83,1,,,,
9.56,75.0551,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.57,-0.8398,31.2341,14.3429,1.5709,4.72,1.83,1,,,,
9.57,75.2218,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.58,-0.8399,31.3792,14.3561,1.571,4.72,1.83,1,,,,
9.58,75.3885,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.59,-0.84,31.5217,14.369,1.571,4.72,1.83,1,,,,
9.59,75.5552,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.6,-0.8401,31.6707,14.3825,1.5711,4.72,1.83,1,,,,
9.6,75.7219,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.61,-0.8403,31.8077,14.3989,1.5712,4.72,1.83,1,,,,
9.61,75.8886,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.62,-0.8404,31.9512,14.4254,1.5713,4.72,1.83,1,,,,
9.62,76.0554,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.63,-0.8406,32.0961,14.4574,1.5713,4.72,1.83,1,,,,
9.63,76.2221,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.64,-0.8408,32.2431,14.4916,1.5714,4.72,1.83,1,,,,
9.64,76.3888,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.65,-0.841,32.3881,14.5251,1.5715,4.72,1.83,1,,,,
9.65,76.5551,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.66,-0.8411,32.5325,14.5576,1.5716,4.72,1.83,1,,,,
9.66,76.7214,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.67,-0.8414,32.6785,14.5894,1.5717,4.72,1.83,1,,,,
9.67,76.8877,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.68,-0.8416,32.827,14.6204,1.5718,4.72,1.83,1,,,,
9.68,77.054,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.69,-0.8418,32.9725,14.649,1.5718,4.72,1.83,1,,,,
9.69,77.2203,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.7,-0.842,33.1197,14.6765,1.5719,4.72,1.83,1,,,,
9.7,77.3868,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.71,-0.8423,33.2672,14.7026,1.572,4.72,1.83,1,,,,
9.71,77.5535,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.72,-0.8425,33.4119,14.7269,1.5721,4.72,1.83,1,,,,
9.72,77.7201,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.73,-0.8428,33.558,14.7501,1.5722,4.72,1.83,1,,,,
9.73,77.8868,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.74,-0.8431,33.707,14.7727,1.5722,4.72,1.83,1,,,,
9.74,78.0534,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.75,-0.8434,33.856,14.7942,1.5723,4.72,1.83,1,,,,
9.75,78.2202,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.76,-0.8436,34.0048,14.8147,1.5724,4.72,1.83,1,,,,
9.76,78.387,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.77,-0.8439,34.1534,14.8352,1.5724,4.72,1.83,1,,,,
9.77,78.5538,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.78,-0.8443,34.3024,14.8562,1.5725,4.72,1.83,1,,,,
9.78,78.7206,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.79,-0.8446,34.4515,14.8775,1.5726,4.72,1.83,1,,,,
9.79,78.8874,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.8,-0.8449,34.6007,14.899,1.5726,4.72,1.83,1,,,,
9.8,79.0544,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.81,-0.8452,34.7499,14.9207,1.5727,4.72,1.83,1,,,,
9.81,79.2215,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.82,-0.8456,34.8978,14.9422,1.5727,4.72,1.83,1,,,,
9.82,79.3886,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.83,-0.8459,35.0454,14.9638,1.5728,4.72,1.83,1,,,,
9.83,79.5556,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.84,-0.8463,35.1967,14.9861,1.5728,4.72,1.83,1,,,,
9.84,79.7227,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.85,-0.8466,35.347,15.0083,1.5729,4.72,1.83,1,,,,
9.85,79.8892,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.86,-0.847,35.4976,15.0307,1.5729,4.72,1.83,1,,,,
9.86,80.0556,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.87,-0.8474,35.6489,15.0534,1.573,4.72,1.83,1,,,,
9.87,80.222,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.88,-0.8477,35.7969,15.0758,1.573,4.72,1.83,1,,,,
9.88,80.3884,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.89,-0.8481,35.9462,15.0984,1.5731,4.72,1.83,1,,,,
9.89,80.5547,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.9,-0.8485,36.098,15.1215,1.5731,4.72,1.83,1,,,,
9.9,80.7217,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.91,-0.8489,36.2513,15.1425,1.5731,4.72,1.83,1,,,,
9.91,80.8888,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.92,-0.8494,36.4041,15.1578,1.5732,4.72,1.83,1,,,,
9.92,81.0559,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.93,-0.8498,36.5555,15.1697,1.5732,4.72,1.83,1,,,,
9.93,81.223,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.94,-0.8502,36.7073,15.1804,1.5733,4.72,1.83,1,,,,
9.94,81.3901,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.95,-0.8506,36.8583,15.1906,1.5733,4.72,1.83,1,,,,
9.95,81.557,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.96,-0.8511,37.0121,15.2008,1.5734,4.72,1.83,1,,,,
9.96,81.7237,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.97,-0.8515,37.1628,15.2108,1.5734,4.72,1.83,1,,,,
9.97,81.8905,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.98,-0.852,37.3146,15.2207,1.5734,4.72,1.83,1,,,,
9.98,82.0572,-1.7,16.6667,0.0,4.72,1.83,2,,,,
9.99,-0.8525,37.4654,15.2304,1.5735,4.72,1.83,1,,,,
9.99,82.224,-1.7,16.6667,0.0,4.72,1.83,2,,,,
10.0,-0.8529,37.6203,15.2401,1.5735,4.72,1.83,1,,,,
10.0,82.3907,-1.7,16.6667,0.0,4.72,1.83,2,,,,
