Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Length (m),Width (m),Vehicle ID,Q_Veh_ID,TDM (s),InDepth (m),EI (m/s)
4.89,-2.8,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.9,-1.1901,-8.8742,1.4892,1.5225,4.72,1.83,1,2,,,
4.9,-2.6334,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.91,-1.1894,-8.8592,1.4974,1.5225,4.72,1.83,1,2,,,
4.91,-2.4668,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.92,-1.1886,-8.8441,1.5062,1.5224,4.72,1.83,1,2,,,
4.92,-2.3,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.93,-1.1878,-8.8292,1.5154,1.5224,4.72,1.83,1,2,,,
4.93,-2.1334,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.94,-1.187,-8.8138,1.5253,1.5224,4.72,1.83,1,2,,,
4.94,-1.9666,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.95,-1.1862,-8.7985,1.5356,1.5223,4.72,1.83,1,2,,,
4.95,-1.7997,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.96,-1.1854,-8.783,1.5466,1.5223,4.72,1.83,1,2,,,
4.96,-1.6325,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.97,-1.1847,-8.7679,1.5579,1.5223,4.72,1.83,1,2,,,
4.97,-1.4654,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.98,-1.1838,-8.7522,1.5702,1.5222,4.72,1.83,1,2,,,
4.98,-1.2982,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
4.99,-1.183,-8.7364,1.5833,1.5222,4.72,1.83,1,2,,,
4.99,-1.1311,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
5.0,-1.1822,-8.7202,1.5973,1.5222,4.72,1.83,1,2,,,
5.0,-0.9645,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
5.01,-1.1814,-8.7045,1.6117,1.5221,4.72,1.83,1,2,,,
5.01,-0.7982,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
5.02,-1.1806,-8.6884,1.6271,1.5221,4.72,1.83,1,2,,,
5.02,-0.6318,-1.7,16.6667,0.0,4.72,1.83,2,1,,,
5.03,-1.1797,-8.672,1.6434,1.5221,4.72,1.83,1,,,,
5.03,-0.4655,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.04,-1.1788,-8.6553,1.6605,1.522,4.72,1.83,1,,,,
5.04,-0.2992,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.05,-1.178,-8.6387,1.6782,1.522,4.72,1.83,1,,,,
5.05,-0.1326,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.06,-1.1771,-8.6219,1.6966,1.5219,4.72,1.83,1,,,,
5.06,0.0339,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.07,-1.1762,-8.6049,1.7159,1.5219,4.72,1.83,1,,,,
5.07,0.2005,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.08,-1.1753,-8.5874,1.7361,1.5219,4.72,1.83,1,,,,
5.08,0.3671,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.09,-1.1744,-8.5701,1.7567,1.5218,4.72,1.83,1,,,,
5.09,0.5337,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.1,-1.1735,-8.5523,1.7784,1.5218,4.72,1.83,1,,,,
5.1,0.7006,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.11,-1.1726,-8.5343,1.8009,1.5218,4.72,1.83,1,,,,
5.11,0.8676,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.12,-1.1716,-8.516,1.8241,1.5217,4.72,1.83,1,,,,
5.12,1.0346,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.13,-1.1707,-8.498,1.8473,1.5217,4.72,1.83,1,,,,
5.13,1.2016,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.14,-1.1697,-8.4795,1.8716,1.5216,4.72,1.83,1,,,,
5.14,1.3686,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.15,-1.1687,-8.4605,1.8967,1.5216,4.72,1.83,1,,,,
5.15,1.5356,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.16,-1.1677,-8.4414,1.9224,1.5216,4.72,1.83,1,,,,
5.16,1.7024,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.17,-1.1667,-8.4223,1.9484,1.5215,4.72,1.83,1,,,,
5.17,1.8693,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.18,-1.1657,-8.4024,1.9758,1.5215,4.72,1.83,1,,,,
5.18,2.0362,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.19,-1.1646,-8.3826,2.0032,1.5214,4.72,1.83,1,,,,
5.19,2.2031,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.2,-1.1637,-8.3642,2.0288,1.5214,4.72,1.83,1,,,,
5.2,2.3696,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.21,-1.1625,-8.3419,2.06,1.5213,4.72,1.83,1,,,,
5.21,2.536,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.22,-1.1614,-8.3211,2.0891,1.5213,4.72,1.83,1,,,,
5.22,2.7023,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.23,-1.1603,-8.3,2.1185,1.5212,4.72,1.83,1,,,,
5.23,2.8687,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.24,-1.1592,-8.2785,2.1483,1.5212,4.72,1.83,1,,,,
5.24,3.035,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.25,-1.1581,-8.2573,2.1777,1.5212,4.72,1.83,1,,,,
5.25,3.2018,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.26,-1.1569,-8.2356,2.2078,1.5211,4.72,1.83,1,,,,
5.26,3.3688,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.27,-1.1558,-8.2128,2.2394,1.5211,4.72,1.83,1,,,,
5.27,3.5358,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.28,-1.1546,-8.191,2.2693,1.521,4.72,1.83,1,,,,
5.28,3.7028,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.29,-1.1534,-8.1674,2.3018,1.521,4.72,1.83,1,,,,
5.29,3.8698,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.3,-1.1522,-8.145,2.3323,1.5209,4.72,1.83,1,,,,
5.3,4.0346,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.31,-1.151,-8.1215,2.3643,1.5209,4.72,1.83,1,,,,
5.31,4.1982,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.32,-1.1497,-8.0975,2.3967,1.5208,4.72,1.83,1,,,,
5.32,4.3617,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.33,-1.1484,-8.0738,2.4287,1.5208,4.72,1.83,1,,,,
5.33,4.5253,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.34,-1.1471,-8.0491,2.4618,1.5207,4.72,1.83,1,,,,
5.34,4.6888,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.35,-1.1458,-8.0241,2.4952,1.5207,4.72,1.83,1,,,,
5.35,4.8559,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.36,-1.1445,-7.999,2.5284,1.5206,4.72,1.83,1,,,,
5.36,5.026,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.37,-1.1432,-7.9735,2.5619,1.5206,4.72,1.83,1,,,,
5.37,5.1961,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.38,-1.1418,-7.948,2.5953,1.5205,4.72,1.83,1,,,,
5.38,5.3662,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.39,-1.1404,-7.922,2.6289,1.5205,4.72,1.83,1,,,,
5.39,5.5363,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.4,-1.139,-7.8954,2.6633,1.5204,4.72,1.83,1,,,,
5.4,5.7042,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.41,-1.1376,-7.8688,2.6972,1.5204,4.72,1.83,1,,,,
5.41,5.8708,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.42,-1.1362,-7.8414,2.7321,1.5203,4.72,1.83,1,,,,
5.42,6.0374,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.43,-1.1347,-7.814,2.7668,1.5203,4.72,1.83,1,,,,
5.43,6.2041,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.44,-1.1332,-7.7858,2.802,1.5202,4.72,1.83,1,,,,
5.44,6.3707,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.45,-1.1317,-7.7579,2.8366,1.5202,4.72,1.83,1,,,,
5.45,6.5374,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.46,-1.1302,-7.7292,2.8718,1.5201,4.72,1.83,1,,,,
5.46,6.704,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.47,-1.1287,-7.7007,2.9064,1.5201,4.72,1.83,1,,,,
5.47,6.8707,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.48,-1.1271,-7.6711,2.9421,1.52,4.72,1.83,1,,,,
5.48,7.0374,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.49,-1.1256,-7.6416,2.9772,1.52,4.72,1.83,1,,,,
5.49,7.204,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.5,-1.124,-7.6115,3.0127,1.5199,4.72,1.83,1,,,,
5.5,7.3708,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.51,-1.1223,-7.5811,3.048,1.5199,4.72,1.83,1,,,,
5.51,7.5376,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.52,-1.1207,-7.5504,3.0833,1.5198,4.72,1.83,1,,,,
5.52,7.7044,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.53,-1.1191,-7.5204,3.1172,1.5198,4.72,1.83,1,,,,
5.53,7.8711,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.54,-1.1174,-7.4889,3.1524,1.5197,4.72,1.83,1,,,,
5.54,8.0379,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.55,-1.1157,-7.4569,3.1878,1.5196,4.72,1.83,1,,,,
5.55,8.2047,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.56,-1.114,-7.4246,3.2232,1.5196,4.72,1.83,1,,,,
5.56,8.3715,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.57,-1.1123,-7.3926,3.2579,1.5195,4.72,1.83,1,,,,
5.57,8.5382,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.58,-1.1105,-7.3597,3.2934,1.5195,4.72,1.83,1,,,,
5.58,8.705,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.59,-1.1087,-7.3265,3.3289,1.5194,4.72,1.83,1,,,,
5.59,8.8717,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.6,-1.1069,-7.2926,3.3651,1.5194,4.72,1.83,1,,,,
5.6,9.0381,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.61,-1.1052,-7.2597,3.4,1.5193,4.72,1.83,1,,,,
5.61,9.2043,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.62,-1.1034,-7.2268,3.4346,1.5193,4.72,1.83,1,,,,
5.62,9.3704,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.63,-1.1015,-7.1904,3.4728,1.5192,4.72,1.83,1,,,,
5.63,9.5366,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.64,-1.0996,-7.1554,3.5092,1.5192,4.72,1.83,1,,,,
5.64,9.7028,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.65,-1.0977,-7.1206,3.5451,1.5191,4.72,1.83,1,,,,
5.65,9.8694,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.66,-1.0958,-7.0849,3.5818,1.5191,4.72,1.83,1,,,,
5.66,10.0362,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.67,-1.0939,-7.0489,3.6184,1.519,4.72,1.83,1,,,,
5.67,10.203,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.68,-1.0919,-7.0123,3.6554,1.519,4.72,1.83,1,,,,
5.68,10.3697,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.69,-1.09,-6.9761,3.6918,1.5189,4.72,1.83,1,,,,
5.69,10.5365,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.7,-1.088,-6.9389,3.7288,1.5189,4.72,1.83,1,,,,
5.7,10.7035,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.71,-1.086,-6.9011,3.7662,1.5188,4.72,1.83,1,,,,
5.71,10.8707,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.72,-1.0839,-6.8629,3.8037,1.5188,4.72,1.83,1,,,,
5.72,11.0378,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.73,-1.082,-6.8259,3.8396,1.5187,4.72,1.83,1,,,,
5.73,11.2049,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.74,-1.0799,-6.7872,3.8769,1.5187,4.72,1.83,1,,,,
5.74,11.372,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.75,-1.0778,-6.7477,3.9148,1.5186,4.72,1.83,1,,,,
5.75,11.5388,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.76,-1.0757,-6.7083,3.9523,1.5186,4.72,1.83,1,,,,
5.76,11.7054,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.77,-1.0736,-6.669,3.9894,1.5186,4.72,1.83,1,,,,
5.77,11.8721,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.78,-1.0714,-6.6288,4.0273,1.5185,4.72,1.83,1,,,,
5.78,12.0388,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.79,-1.0693,-6.5887,4.0647,1.5185,4.72,1.83,1,,,,
5.79,12.2054,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.8,-1.0671,-6.5474,4.103,1.5185,4.72,1.83,1,,,,
5.8,12.3718,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.81,-1.0649,-6.5067,4.1405,1.5184,4.72,1.83,1,,,,
5.81,12.538,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.82,-1.0627,-6.4651,4.1785,1.5184,4.72,1.83,1,,,,
5.82,12.7042,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.83,-1.0604,-6.423,4.2167,1.5184,4.72,1.83,1,,,,
5.83,12.8704,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.84,-1.0582,-6.38,4.2553,1.5183,4.72,1.83,1,,,,
5.84,13.0366,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.85,-1.056,-6.3379,4.2927,1.5183,4.72,1.83,1,,,,
5.85,13.2033,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.86,-1.0537,-6.2946,4.3307,1.5183,4.72,1.83,1,,,,
5.86,13.3701,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.87,-1.0514,-6.2512,4.3684,1.5183,4.72,1.83,1,,,,
5.87,13.537,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.88,-1.0491,-6.2071,4.4064,1.5183,4.72,1.83,1,,,,
5.88,13.7039,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.89,-1.0468,-6.1634,4.4436,1.5183,4.72,1.83,1,,,,
5.89,13.8707,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.9,-1.0444,-6.1184,4.4815,1.5183,4.72,1.83,1,,,,
5.9,14.0376,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.91,-1.042,-6.0733,4.5191,1.5183,4.72,1.83,1,,,,
5.91,14.2046,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.92,-1.0397,-6.0285,4.556,1.5183,4.72,1.83,1,,,,
5.92,14.3715,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.93,-1.0373,-5.9826,4.5934,1.5183,4.72,1.83,1,,,,
5.93,14.5384,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.94,-1.035,-5.9365,4.6307,1.5184,4.72,1.83,1,,,,
5.94,14.7053,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.95,-1.0326,-5.8902,4.6676,1.5184,4.72,1.83,1,,,,
5.95,14.8723,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.96,-1.0301,-5.8427,4.7052,1.5184,4.72,1.83,1,,,,
5.96,15.0393,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.97,-1.0277,-5.796,4.7417,1.5185,4.72,1.83,1,,,,
5.97,15.2063,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.98,-1.0253,-5.7481,4.7788,1.5185,4.72,1.83,1,,,,
5.98,15.3733,-1.7,16.6667,0.0,4.72,1.83,2,,,,
5.99,-1.0229,-5.7001,4.8156,1.5185,4.72,1.83,1,,,,
5.99,15.5403,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.0,-1.0204,-5.6516,4.8524,1.5186,4.72,1.83,1,,,,
6.0,15.707,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.01,-1.0179,-5.6027,4.8892,1.5186,4.72,1.83,1,,,,
6.01,15.8736,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.02,-1.0155,-5.5546,4.925,1.5187,4.72,1.83,1,,,,
6.02,16.0403,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.03,-1.013,-5.5052,4.9614,1.5188,4.72,1.83,1,,,,
6.03,16.2069,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.04,-1.0105,-5.4549,4.9982,1.5188,4.72,1.83,1,,,,
6.04,16.3736,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.05,-1.008,-5.4049,5.0344,1.5189,4.72,1.83,1,,,,
6.05,16.54,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.06,-1.0056,-5.3545,5.0705,1.519,4.72,1.83,1,,,,
6.06,16.7063,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.07,-1.003,-5.3033,5.1069,1.5191,4.72,1.83,1,,,,
6.07,16.8727,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.08,-1.0005,-5.2517,5.1432,1.5192,4.72,1.83,1,,,,
6.08,17.039,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.09,-0.998,-5.2002,5.1792,1.5193,4.72,1.83,1,,,,
6.09,17.2053,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.1,-0.9954,-5.148,5.2152,1.5194,4.72,1.83,1,,,,
6.1,17.3696,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.11,-0.9929,-5.0956,5.2512,1.5195,4.72,1.83,1,,,,
6.11,17.5329,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.12,-0.9905,-5.0451,5.2855,1.5196,4.72,1.83,1,,,,
6.12,17.6962,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.13,-0.9879,-4.992,5.3213,1.5197,4.72,1.83,1,,,,
6.13,17.8596,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.14,-0.9853,-4.937,5.3579,1.5198,4.72,1.83,1,,,,
6.14,18.0229,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.15,-0.9828,-4.8831,5.3937,1.52,4.72,1.83,1,,,,
6.15,18.1904,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.16,-0.9802,-4.8286,5.4294,1.5201,4.72,1.83,1,,,,
6.16,18.3612,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.17,-0.9777,-4.7748,5.4644,1.5203,4.72,1.83,1,,,,
6.17,18.5319,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.18,-0.9752,-4.7214,5.4988,1.5204,4.72,1.83,1,,,,
6.18,18.7027,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.19,-0.9726,-4.6659,5.5343,1.5206,4.72,1.83,1,,,,
6.19,18.8734,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.2,-0.9701,-4.61,5.5698,1.5208,4.72,1.83,1,,,,
6.2,19.0414,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.21,-0.9675,-4.5544,5.6048,1.5209,4.72,1.83,1,,,,
6.21,19.208,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.22,-0.9649,-4.4975,5.6403,1.5211,4.72,1.83,1,,,,
6.22,19.3746,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.23,-0.9624,-4.4414,5.675,1.5213,4.72,1.83,1,,,,
6.23,19.5412,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.24,-0.9598,-4.3836,5.7105,1.5215,4.72,1.83,1,,,,
6.24,19.7077,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.25,-0.9573,-4.3269,5.745,1.5217,4.72,1.83,1,,,,
6.25,19.8743,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.26,-0.9548,-4.2692,5.7798,1.522,4.72,1.83,1,,,,
6.26,20.0409,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.27,-0.9523,-4.2116,5.8143,1.5222,4.72,1.83,1,,,,
6.27,20.2075,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.28,-0.9498,-4.1525,5.8494,1.5224,4.72,1.83,1,,,,
6.28,20.3742,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.29,-0.9473,-4.0955,5.8829,1.5227,4.72,1.83,1,,,,
6.29,20.5408,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.3,-0.9448,-4.0356,5.918,1.5229,4.72,1.83,1,,,,
6.3,20.7074,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.31,-0.9423,-3.9761,5.9526,1.5232,4.72,1.83,1,,,,
6.31,20.8741,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.32,-0.9398,-3.9166,5.9873,1.5234,4.72,1.83,1,,,,
6.32,21.0408,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.33,-0.9374,-3.857,6.0219,1.5237,4.72,1.83,1,,,,
6.33,21.2075,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.34,-0.9349,-3.7964,6.057,1.524,4.72,1.83,1,,,,
6.34,21.3741,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.35,-0.9324,-3.736,6.0918,1.5243,4.72,1.83,1,,,,
6.35,21.5409,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.36,-0.93,-3.6744,6.1273,1.5246,4.72,1.83,1,,,,
6.36,21.7076,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.37,-0.9276,-3.6132,6.1624,1.5248,4.72,1.83,1,,,,
6.37,21.8744,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.38,-0.9251,-3.5516,6.1976,1.5252,4.72,1.83,1,,,,
6.38,22.0411,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.39,-0.9227,-3.4894,6.2331,1.5255,4.72,1.83,1,,,,
6.39,22.2079,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.4,-0.9203,-3.4258,6.2691,1.5258,4.72,1.83,1,,,,
6.4,22.3744,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.41,-0.9179,-3.3637,6.304,1.5261,4.72,1.83,1,,,,
6.41,22.5408,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.42,-0.9155,-3.3007,6.3391,1.5264,4.72,1.83,1,,,,
6.42,22.7073,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.43,-0.9132,-3.2372,6.3742,1.5268,4.72,1.83,1,,,,
6.43,22.8737,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.44,-0.9108,-3.1722,6.4099,1.5271,4.72,1.83,1,,,,
6.44,23.0401,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.45,-0.9085,-3.1089,6.4442,1.5275,4.72,1.83,1,,,,
6.45,23.2067,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.46,-0.9062,-3.0447,6.4789,1.5278,4.72,1.83,1,,,,
6.46,23.3734,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.47,-0.9039,-2.9802,6.5134,1.5282,4.72,1.83,1,,,,
6.47,23.5401,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.48,-0.9015,-2.9138,6.5485,1.5285,4.72,1.83,1,,,,
6.48,23.7067,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.49,-0.8992,-2.848,6.583,1.5289,4.72,1.83,1,,,,
6.49,23.8734,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.5,-0.897,-2.7823,6.6171,1.5292,4.72,1.83,1,,,,
6.5,24.0403,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.51,-0.8947,-2.7153,6.6516,1.5296,4.72,1.83,1,,,,
6.51,24.2074,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.52,-0.8924,-2.6483,6.6858,1.53,4.72,1.83,1,,,,
6.52,24.3744,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.53,-0.8902,-2.5823,6.7192,1.5304,4.72,1.83,1,,,,
6.53,24.5414,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.54,-0.888,-2.5151,6.753,1.5307,4.72,1.83,1,,,,
6.54,24.7085,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.55,-0.8858,-2.4471,6.7869,1.5311,4.72,1.83,1,,,,
6.55,24.8754,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.56,-0.8836,-2.3785,6.8208,1.5315,4.72,1.83,1,,,,
6.56,25.0422,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.57,-0.8814,-2.3102,6.8543,1.5318,4.72,1.83,1,,,,
6.57,25.2091,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.58,-0.8792,-2.2421,6.8876,1.5322,4.72,1.83,1,,,,
6.58,25.3759,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.59,-0.8771,-2.1737,6.9207,1.5326,4.72,1.83,1,,,,
6.59,25.5428,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.6,-0.8749,-2.1032,6.9546,1.533,4.72,1.83,1,,,,
6.6,25.7091,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.61,-0.8728,-2.0343,6.9875,1.5333,4.72,1.83,1,,,,
6.61,25.8752,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.62,-0.8706,-1.9637,7.0209,1.5337,4.72,1.83,1,,,,
6.62,26.0413,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.63,-0.8685,-1.8937,7.0538,1.5341,4.72,1.83,1,,,,
6.63,26.2074,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.64,-0.8664,-1.8215,7.0874,1.5344,4.72,1.83,1,,,,
6.64,26.3734,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.65,-0.8643,-1.7515,7.1197,1.5348,4.72,1.83,1,,,,
6.65,26.5404,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.66,-0.8622,-1.6805,7.1522,1.5351,4.72,1.83,1,,,,
6.66,26.7077,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.67,-0.8601,-1.6093,7.1844,1.5355,4.72,1.83,1,,,,
6.67,26.8751,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.68,-0.858,-1.5365,7.2171,1.5358,4.72,1.83,1,,,,
6.68,27.0424,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.69,-0.856,-1.464,7.2493,1.5362,4.72,1.83,1,,,,
6.69,27.2098,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.7,-0.8539,-1.3909,7.2815,1.5365,4.72,1.83,1,,,,
